Water Body Name,Location,Latitude,Longitude,Year,pH,Dissolved Oxygen (DO),Biological Oxygen Demand (BOD),Total Dissolved Solids (TDS),Turbidity,Nitrate,Coliform,Water Quality Index (WQI),Water Quality Category
Chittady,"THRISSUR, Kerala",10.58138889,76.51972222,2023,7.108888888888888,6.833333333333333,1.5105555555555557,42.265,13.41777777777778,0.5261111111111112,1100.0,85,Good
Chittoor,"PALGHAT, Kerala",11.05861111,76.65388889,2023,7.721764705882354,7.6647058823529415,1.006470588235294,34.56647058823529,6.081764705882353,0.38176470588235295,1100.0,85,Good
Chittorgarh,"CHITTORGARH, Rajasthan",24.89972222,74.63388889,2024,8.165555555555555,5.493333333333333,11.275555555555556,294.36777777777775,19.235555555555557,2.458888888888889,116702.95888888888,65,Medium
Cholachagudda,"Bagalkote, Karnataka",15.87222222,75.72333333,2025,7.98768,6.5572799999999996,2.6041999999999996,508.28952000000004,35.557559999999995,2.91776,270672.16283999995,70,Good
Chopan,"SONBHADRA, Uttar Pradesh",24.52972222,83.02305556,2025,8.111123330714847,6.437250589159467,2.4677926158680283,227.6729379418696,6.541657501963865,0.9271563236449332,4941.874752553024,85,Good
Chopta,"Rudraprayag, Uttarakhand",30.47222222,79.21833333,2022,7.265000000000001,7.85,0.92,17.52,0.81,3.35,47606.87,85,Good
Chorakhmara,"Gondia, Maharashtra",21.28972222,80.06666667,2024,8.083333333333334,6.016666666666667,3.8333333333333335,231.66666666666666,9.025,0.9391666666666666,140.58333333333334,80,Good
Chotabekra,"IMPHAL EAST, Manipur",24.68027778,93.1025,2025,7.295000000000001,6.834090909090909,1.6634848484848486,75.26060606060605,122.85030303030302,2.665151515151515,4524.398181818182,85,Good
Chouldhowaghat,"LAKHIMPUR, Assam",27.44888889,94.25,2025,7.093578797580932,7.248427605834223,1.3562717893987906,90.43432942013519,24.897669868374248,0.7871647100675916,1384.327470651014,85,Good
Chujachen (Rangpo Chu),"PAKYONG, Sikkim",27.2425,88.71305556,2022,7.027272727272727,6.285454545454545,1.2018181818181817,44.342727272727274,18.14636363636364,0.7754545454545454,1842.630909090909,85,Good
Chujachen (Rongli Chu),"PAKYONG, Sikkim",27.20722222,88.71888889,2021,7.0181818181818185,6.129090909090909,0.9281818181818181,33.00181818181818,19.69454545454545,0.6027272727272727,1903.6572727272726,85,Good
Chulband,"Gondia, Maharashtra",21.22916667,80.21972222,2024,8.114545454545453,6.209090909090909,3.7363636363636363,176.1818181818182,9.872727272727273,0.8445454545454545,181.63636363636363,80,Good
Colva Junction,"SOUTH GOA, Goa",15.28194444,73.95111111,2025,7.18,1.8900000000000001,7.65,285.29,15.95,2.96,11000.0,55,Medium
Colvale ferry point,"NORTH GOA, Goa",15.64916667,73.83861111,2025,6.924285714285714,5.857142857142857,1.4285714285714286,413.6657142857143,2.3714285714285714,0.8557142857142858,3028.5714285714284,75,Good
D/S AFTER MIXING WITH SAGARPARA DRAIN AT VILL RASOULI PATIALA,"PATIALA, Punjab",29.896603,76.169568,2021,7.584090909090909,2.5075,6.019772727272727,308.72613636363633,41.69295454545455,1.895681818181818,17631.41022727273,50,Medium
D/S DAHA RIVER AT SASAMUSA GOPALGANJ,"GOPALGANJ, Bihar",26.520035,84.357095,2021,7.615806451612904,6.391935483870968,2.6929032258064516,174.4716129032258,24.208387096774196,0.962258064516129,47692.24709677419,85,Good
D/S Dindori (Jogitikariya),"DINDORI, Madhya Pradesh",22.96833333,81.04638889,2025,7.80029197080292,6.494890510948904,1.9565693430656934,167.4890510948905,100.43810218978102,0.5384671532846715,796.6982481751825,85,Good
D/S HIRAN ,"JABALPUR, Madhya Pradesh",23.10222222,79.33888889,2025,7.54108695652174,5.725217391304348,2.4207971014492755,272.7551449275362,61.51217391304348,1.555,1485.7239855072464,80,Good
D/S HOSHANGABAD,"SEHORE, Madhya Pradesh",22.7575,77.68805556,2025,7.844820143884893,7.059568345323741,1.8548201438848921,179.01287769784173,88.0020143884892,0.5557553956834532,767.5553237410072,85,Good
D/S JABALPUR(tilwaraghat),"JABALPUR, Madhya Pradesh",23.10861111,79.87361111,2025,7.55572463768116,6.810217391304348,1.7057971014492754,125.84782608695652,43.423115942028986,0.43021739130434783,926.7260869565217,85,Good
D/S KHAIRIAN SOLID WASTE DUMPING SITE BILASPUR,"BILASPUR, Chhattisgarh",31.358333,76.760278,2021,8.0145,9.4275,1.3405,184.797,40.839749999999995,0.6755,331.2855,85,Good
D/S KOHRA RAJ GHAT MANJHAULIA WEST CHAMPARAN,"PASHCHIM CHAMPARAN, Bihar",26.784669,84.655511,2021,7.438,5.718,2.92975,173.88524999999998,33.0505,1.152,62382.109,80,Good
D/S OF ASHWANI KHAND (AFTER CONFLUENCE OF LIFT NALLAH),"SHIMLA, Himachal Pradesh",31.027695,77.176476,2021,7.641176470588236,7.073529411764706,2.5294117647058822,553.4008823529412,37.42,1.9573529411764705,1442.5197058823528,70,Good
D/S OF CAUVERY AT BHAGAMANDALA BRIDGE,"Bangalore Rural, Karnataka",12.384701,75.532929,2021,7.481395348837209,6.904651162790697,1.785813953488372,174.51953488372092,4.702790697674419,0.7386046511627907,254.01372093023255,85,Good
D/S OF CAUVERY AT KANIVE RAMALINGESWARA TEMPLE BRIDGE KUSHALNAGAR,"Bangalore Rural, Karnataka",12.508642,75.962218,2021,7.670454545454546,6.984090909090909,1.7611363636363635,188.91454545454545,4.556590909090909,0.7843181818181818,243.49636363636364,85,Good
D/S OF KANSI AT MIDNAPORE NEAR NEW HANUMAN MANDIR GANDHIGHAT MEDINIPORE(W),"MEDINIPUR, West Bengal",22.40088,87.341394,2021,7.322058823529411,7.908823529411764,2.114117647058823,192.57,14.251176470588236,1.1405882352941177,18674.720294117647,85,Good
D/S OF M/S SURAT BEVERAGES VILLAGE DADRA SILVASSA,"Valsad, Gujarat",20.312231,72.953768,2021,7.930434782608696,6.42608695652174,1.8969565217391307,224.8473913043478,4.697826086956522,0.8365217391304347,191.83478260869563,85,Good
D/S OF MUNNERU RIVER PRAKASH NAGAR KHAMMAM,"KHAMMAM, Telangana",17.240006,80.124928,2021,7.711136363636364,4.768181818181818,2.7654545454545456,294.50363636363636,7.812045454545455,1.3981818181818182,295.5481818181818,80,Good
D/S OF RIVER KRISHNA A/C WITH TREATED SEWAGE DISCHARGING FROM 10MLD STP LOCATED AT RAMALINGESHWARNA,"GUNTUR, Andhra Pradesh",16.398256,80.721106,2021,7.852,6.743333333333333,1.9646666666666666,261.0566666666667,6.008,0.9446666666666668,719.4653333333333,85,Good
D/S OF RUPNARAYAN AT KOLAGHAT NEAR KOLAGHAT RAIL BRIDGE NO.3MEDINIPORE?,"MEDINIPUR, West Bengal",22.437711,87.880747,2021,7.472857142857143,6.8,2.624857142857143,207.21142857142857,64.98057142857144,1.4157142857142857,20848.205428571426,85,Good
D/S OF SILABATI AT GHATAL MEDINIPORE(W),"MEDINIPUR, West Bengal",22.666078,87.744922,2021,7.189117647058824,7.141176470588236,2.295,164.90117647058824,21.72470588235294,1.303235294117647,14799.732352941177,85,Good
D/S OF TARAPITH ON RIVER DWARKA SATIGHAT,"BIRBHUM, West Bengal",24.111261,87.794355,2021,7.6238636363636365,7.165909090909091,2.231590909090909,132.36522727272725,22.5775,1.0431818181818182,32290.477045454547,85,Good
D/S OF VINDYADHARI RIVER AT MALANCHA BURNING GHAT,"NORTH 24 PARGANAS, West Bengal",22.507942,88.775997,2021,7.381063829787235,1.8023404255319149,8.221489361702128,377.37489361702126,48.37297872340426,2.9804255319148933,89761.61234042553,50,Medium
D/S POINT OF SHER,"NARSIMHAPUR, Madhya Pradesh",23.01333333,79.0925,2025,7.73427536231884,6.869710144927536,1.9453623188405795,269.1817391304348,42.9831884057971,0.8938405797101449,868.7884057971015,85,Good
DAHA RIVER AT ITWA BRIDGE GOPALGANJ,"SIWAN, Bihar",26.223497,84.347097,2021,7.684444444444444,7.1930555555555555,2.343888888888889,167.02083333333334,17.962777777777777,0.9458333333333333,38226.346666666665,85,Good
DAHA RIVER AT MEERGANJ,"GOPALGANJ, Bihar",26.364956,84.360872,2021,7.718,7.081428571428571,2.398285714285714,163.056,22.043714285714284,0.9731428571428572,57795.56942857143,85,Good
DAHA RIVER AT SIWAN,"SIWAN, Bihar",26.222639,84.354122,2021,7.512162162162162,5.912972972972973,2.9997297297297294,166.9716216216216,25.67945945945946,1.1689189189189189,75233.46837837838,80,Good
DAHA RIVER D/S RAJENDRA ROAD BRIDE SIWAN,"SIWAN, Bihar",26.222569,84.354022,2021,7.568,5.3748000000000005,3.2264,186.7336,27.866,1.038,99507.3652,75,Good
DAHANU CREEK AT DAHANU FORT DANUGAON DAHANU THANE,"Palghar, Maharashtra",19.972691,72.717154,2021,7.638888888888889,4.491666666666666,2.8019444444444446,231.03750000000002,7.064444444444444,1.2291666666666667,305.8277777777778,80,Good
DAKSHINA PINAKINI RIVER NEAR MUGALUR BRIDGE MUGALUR BENGALURU,"Kolar, Karnataka",13.3839,78.020738,2021,7.03225,4.491,4.57975,243.8395,27.612000000000002,2.0575,1083322.452,75,Good
DAL AT ASHAIBAGH BRIDGE,"SRINAGAR, Jammu & Kashmir",34.114915,74.836687,2021,7.681034482758621,5.889655172413794,2.536206896551724,172.0265517241379,9.269310344827586,1.2582758620689656,1347.2437931034483,80,Good
DAL AT JOGILANKER,"SRINAGAR, Jammu & Kashmir",34.098647,74.860597,2021,7.333333333333333,1.5,8.654444444444444,369.017037037037,19.335925925925924,3.0833333333333335,3291.2814814814815,50,Medium
DAL AT NAYADYAR,"SRINAGAR, Jammu & Kashmir",34.110696,74.868568,2021,7.356296296296296,1.437037037037037,8.644814814814815,348.6433333333333,19.62777777777778,3.0333333333333337,3257.8696296296293,50,Medium
DAL LAKE AT ABIKARPORA,"SRINAGAR, Jammu & Kashmir",34.11867,74.86677,2021,7.758275862068966,6.248275862068965,2.4620689655172416,189.87310344827586,8.962413793103448,1.2393103448275862,1306.3927586206896,85,Good
DAL LAKE AT CHAIRCHINARI,"SRINAGAR, Jammu & Kashmir",34.11866,74.86676,2021,7.805000000000001,6.9399999999999995,2.1043333333333334,160.02833333333334,8.380666666666666,1.1163333333333334,1214.2573333333335,85,Good
DAL LAKE AT DALGATE,"SRINAGAR, Jammu & Kashmir",34.082943,74.830457,2021,7.535625,5.575,2.7396875,162.588125,10.0234375,1.3346875,1466.14875,80,Good
DAL LAKE AT DHOBIGHAT,"SRINAGAR, Jammu & Kashmir",34.104105,74.877022,2021,7.822333333333334,6.9399999999999995,2.2216666666666667,199.139,8.116333333333333,1.18,1208.8123333333335,85,Good
DAL LAKE AT ENTRY POINT OF TALIBAL NALLAH,"SRINAGAR, Jammu & Kashmir",34.145999,74.847925,2021,7.733225806451612,7.199999999999999,2.054193548387097,176.30741935483871,8.319354838709677,1.1116129032258064,1188.4970967741936,85,Good
DAL LAKE AT HABAK,"SRINAGAR, Jammu & Kashmir",34.144214,74.842447,2021,7.6518749999999995,6.459375,2.6840625,233.546875,10.2734375,1.381875,1391.5987499999999,85,Good
DAL LAKE AT HAZRATBAL,"SRINAGAR, Jammu & Kashmir",34.129005,74.843576,2021,7.817741935483871,7.012903225806451,2.4038709677419354,212.38967741935483,8.806774193548387,1.2812903225806451,1312.8158064516128,85,Good
DAL LAKE AT NIGEEN WATER INTAKE PT OF POKHRIBAL WATER TREATMENT PLANT,"SRINAGAR, Jammu & Kashmir",34.131175,74.843403,2021,7.9474193548387095,7.309677419354839,2.039677419354839,179.46354838709678,7.970967741935484,1.1158064516129031,1175.4354838709678,85,Good
DAL LAKE AT NISHAT WATER INTAKE POINT OF NISHAT WATER TREATMENT PLANT,"SRINAGAR, Jammu & Kashmir",34.131989,74.872661,2021,7.9399999999999995,6.841935483870968,2.135483870967742,165.61612903225807,8.577741935483871,1.1341935483870969,1236.5967741935483,85,Good
DAL LAKE AT SONALANK,"SRINAGAR, Jammu & Kashmir",34.110593,74.868297,2021,7.8914285714285715,7.482142857142857,1.9732142857142858,177.01214285714286,7.752142857142857,1.0914285714285714,1151.8717857142858,85,Good
DAL LAKE AT SRINAGAR,"SRINAGAR, Jammu & Kashmir",34.121947,74.869103,2021,7.680625,6.6046875,2.2365625,222.80625,8.85,1.174375,1286.7140625,85,Good
DAL LAKE NEAR NISHAT LAM,"SRINAGAR, Jammu & Kashmir",34.129139,74.875992,2021,7.9515625,6.590625,2.4709375,183.6846875,9.6159375,1.30875,1411.430625,85,Good
DAL SAGAR TALAB DIST SEONI,"SEONI, Madhya Pradesh",22.089659,79.546568,2021,7.66875,7.04375,2.0091666666666668,379.50666666666666,4.476458333333333,0.8768750000000001,167.79166666666666,80,Good
DALAVAI LAKE,"Mysore, Karnataka",12.253917,76.655472,2021,7.620833333333334,2.1908333333333334,9.24,668.7408333333334,18.726666666666667,3.7308333333333334,9179.166666666666,40,Poor
"DALI TANK,VEMULADA (V), TEKKALI (M)","SRIKAKULAM, Andhra Pradesh",18.587472,84.260472,2021,7.635833333333333,5.841666666666666,2.4616666666666664,488.76833333333326,4.926666666666667,1.1333333333333333,343.5491666666667,75,Good
DALONI BEEL NEAR JOGIGHOPA ASSAM,"BONGAIGAON, Assam",26.279311,90.539673,2021,7.545454545454546,5.215909090909091,2.062727272727273,93.54431818181818,8.24,0.9600000000000001,706.1543181818182,80,Good
DAMANGANGA AT D/S OF GIDC WEIR VAPI,"Valsad, Gujarat",20.336422,72.915724,2021,8.21,7.817777777777778,1.728888888888889,190.15666666666667,7.637777777777777,0.8955555555555557,3110.3322222222223,85,Good
DAMANGANGA AT D/S OF MADHUBAN DAMAN,"DAMAN, Gujarat",20.411819,72.833264,2021,7.777608695652174,6.515217391304348,1.7643478260869565,223.63065217391303,3.7893478260869564,0.7323913043478261,117.20608695652174,85,Good
DAMANGANGA AT KACHIGAON D\S (DAMAN),"Daman, Daman & Diu",20.371433,72.881108,2021,7.583333333333333,5.533333333333334,2.7100000000000004,413.2204166666667,10.255416666666667,1.0610416666666667,1842.2154166666667,75,Good
DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,"Valsad, Gujarat",20.358825,72.881708,2021,7.660217391304348,6.971739130434782,1.695217391304348,214.25,7.336521739130435,0.7141304347826087,149.94282608695653,85,Good
DAMANGANGA AT ZERI CAUSEWAY (UT OF DAMAN),"Daman, Daman & Diu",20.374452,72.87907,2021,7.635555555555555,3.6666666666666665,5.013333333333333,250.62666666666667,14.107777777777777,5.137777777777778,5810.900000000001,65,Medium
DAMASALA AT DAYANABIL,"DHENKANAL, Odisha",20.921522,85.742014,2021,7.5375000000000005,7.3687499999999995,1.8202083333333334,170.166875,11.83875,0.9622916666666667,1512.3247916666667,85,Good
DAMDIAI STREAM AIRFIELD AFTER DUMPING GROUND,"MAMIT, Mizoram",24.082351,92.504575,2021,7.6031249999999995,5.554166666666667,2.470833333333333,176.05541666666667,10.954791666666667,1.213125,1299.20125,80,Good
DAMODAR AT D/S OF IISCO AFTER 3RD OUTFALL AT DHENNA VILLAGE BURDWANWEST BENGAL,"BARDDHAMAN, West Bengal",23.646961,86.897068,2021,7.605681818181818,7.834090909090909,1.9006818181818181,147.05568181818182,13.406590909090909,0.9143181818181819,8492.160681818183,85,Good
DAMODAR AT DISHERGARH (WEST BENGAL),"BARDDHAMAN, West Bengal",23.685334,86.823224,2021,8.003333333333334,7.777777777777778,2.1300000000000003,162.42555555555555,19.072222222222223,0.8444444444444444,94735.99111111111,85,Good
DAMODAR AT DISHERGARH VILL.(NR.BIHAR-WEST BENGAL BORDER)  BURDWANWEST BENGAL,"BARDDHAMAN, West Bengal",23.685031,86.823472,2021,7.672045454545454,8.147727272727273,1.8193181818181818,146.22068181818182,14.046136363636363,0.8913636363636364,7775.54590909091,85,Good
DAMODAR AT DOMGARH WATER WORKS D/S SINDRI,"DHANBAD, Jharkhand",23.643092,86.464492,2021,7.459375,7.4875,1.8228125,179.05625,7.7878125,0.99125,1039.49125,85,Good
DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH BURDWANWEST BENGAL,"BANKURA, West Bengal",23.584399,87.103495,2021,7.707727272727272,7.970454545454545,1.8865909090909092,155.43204545454546,15.989772727272726,0.9120454545454546,7428.228863636364,85,Good
DAMODAR AT PANCHET DAM,"DHANBAD, Jharkhand",23.681006,86.751872,2021,7.5125,7.584375,1.7984375000000001,178.6584375,7.7325,0.9815625,1030.454375,85,Good
DAMODAR AT PHUSRO ROAD BRIDGE,"BOKARO, Jharkhand",23.761172,86.011903,2021,7.496875,7.415625,1.8421875,179.3603125,7.83125,0.9984375,1046.4375,85,Good
DAMODAR AT RAMGARH ROAD BRIDGE,"HAZARIBAG, Jharkhand",23.640906,85.510328,2020,7.374193548387097,7.712903225806452,1.7696774193548388,178.18322580645162,7.669677419354838,0.97,1020.4125806451614,85,Good
DAMODAR AT SINDRI,"DHANBAD, Jharkhand",23.668051,86.413068,2021,8.125,8.35,2.0975,194.22625,14.835,1.035,38225.04125,85,Good
DAMODAR D/S BHAIRABI AT RAJRAPPA,"BOKARO, Jharkhand",23.633408,85.709433,2020,7.413333333333333,7.9433333333333325,1.7153333333333334,177.283,7.544666666666667,0.949,1000.4946666666667,85,Good
DAMODAR NEAR MUJHER MANA VILLAGE AFTER CONF. OF TAMLA NALLAH BURDWANWEST BENGAL,"BANKURA, West Bengal",23.429785,87.364995,2021,7.619090909090909,7.118181818181818,2.201363636363636,155.18,21.147954545454546,1.0372727272727273,13979.37590909091,85,Good
DAMODAR RIVER NEAR BERMO RAILWAY STATION BOKARO,"BOKARO, Jharkhand",23.766122,86.022026,2021,7.496875,7.45,1.8340625000000002,179.2134375,7.810625,0.995,1043.0903125,85,Good
DAMODAR RIVER NEAR ROHINI PROJECT NK AREA PO-DAKRA RANCHI,"RANCHI, Jharkhand",23.68358,85.008402,2021,7.2666666666666675,8.083333333333334,1.68,182.60444444444445,7.411666666666666,0.9438888888888888,895.1638888888889,85,Good
DAMODAR RIVER NEAR TELMUCHO BRIDGE,"DHANBAD, Jharkhand",23.718122,86.201578,2021,7.47741935483871,7.52258064516129,1.8141935483870968,178.91064516129032,7.767741935483872,0.987741935483871,1036.1993548387097,85,Good
DAMODAR RIVER NEAR ZARANGDIH BRIDGE BOKARO,"BOKARO, Jharkhand",23.771032,85.913316,2021,7.584375,7.6,1.794375,178.5990625,7.7240625,0.98,1029.0771875,85,Good
DAMODAR U/S JAMADOBA WATER WORKS,"DHANBAD, Jharkhand",23.700981,86.372953,2021,7.4653125000000005,7.4546875,1.83125,179.1721875,7.809375,0.994375,1042.8328125,85,Good
DANDI CREEK DANDI PALGHAR THANE,"Palghar, Maharashtra",19.800635,72.684874,2021,7.513888888888889,4.243055555555555,3.0652777777777778,223.60111111111112,8.133611111111112,1.3266666666666667,495.6408333333333,75,Good
DAPCHHUAH,"MAMIT, Mizoram",23.76944444,92.52138889,2025,6.952463768115941,6.25659420289855,1.996086956521739,97.2804347826087,23.912608695652175,0.9260869565217391,1745.1734057971014,85,Good
DARNA RIVER AT ASWALI (DARNA DAM) LGATPURI NASHIK,"Nashik, Maharashtra",19.761988,73.737187,2021,7.714857142857142,6.338571428571428,1.8202857142857143,250.37914285714288,4.103428571428571,0.8497142857142858,89.92428571428572,95,Excellent
DARNA RIVER AT BHAGUR PUMPING STATION NEAR PANDHURLI BRIDGE BHAGUR NASHIK,"Nashik, Maharashtra",19.872772,73.834011,2021,7.668,6.0285714285714285,1.922,252.36257142857144,4.228,0.8839999999999999,78.09200000000001,95,Excellent
DARNA RIVER AT CHEHEDI PUMPING STATION CHEHEDI NASHIK NASHIK,"Nashik, Maharashtra",19.932352,73.856413,2021,7.65457142857143,6.05,1.9160000000000001,251.39914285714283,4.303142857142857,0.8865714285714286,120.7662857142857,85,Good
DARNA RIVER AT MES SITE PUMPING STATION BHAGUR NASHIK,"Nashik, Maharashtra",19.870494,73.829919,2021,7.683142857142858,6.107142857142857,1.9068571428571428,249.7425714285714,4.314285714285714,0.8834285714285715,99.59542857142857,95,Excellent
DARNA RIVER AT SANSARI  NASHIK NASHIK,"Nashik, Maharashtra",19.900366,73.838095,2021,7.6320588235294125,5.96235294117647,1.9517647058823528,250.67382352941175,4.366470588235295,0.9,102.91058823529411,80,Good
DASARAHALLI TANK,"Bangalore Urban, Karnataka",13.040072,77.512103,2021,7.229166666666667,4.7160416666666665,4.959583333333334,347.57958333333335,21.183958333333333,3.039375,80169.07333333333,70,Good
DAYA AT BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA NALLAH WITH RIVER DAYA),"PURI, Odisha",20.139142,85.758142,2021,7.3326086956521745,5.728260869565218,3.1006521739130433,158.10804347826087,19.552391304347825,1.7439130434782608,33707.698913043474,75,Good
DAYA AT GELAPUR,"KHORDHA, Odisha",20.209517,85.851342,2021,7.504255319148936,7.961702127659574,1.8293617021276596,163.2476595744681,13.408510638297873,0.9159574468085105,4306.584893617021,85,Good
DAYA AT KANAS,"PURI, Odisha",19.971978,85.616683,2021,7.455319148936169,6.572340425531914,2.3606382978723404,162.78446808510637,11.846382978723403,1.184468085106383,9047.22574468085,85,Good
DEEPAR BEEL ASSAM,"KAMRUP, Assam",26.119297,91.647713,2021,7.528888888888889,7.731111111111111,1.9817777777777779,184.51955555555554,7.338666666666667,1.1537777777777778,1061.3275555555556,85,Good
DEEPAR BEEL AT BORAGAON NEAR IASST GUWAHATI ASSAM,"KAMRUP, Assam",26.108294,91.674043,2021,7.46,7.3311111111111105,2.113777777777778,169.6697777777778,8.158888888888889,1.2262222222222223,1210.2820000000002,85,Good
DEJLA DEWDA KHARGON,"WEST NIMAR, Madhya Pradesh",21.593227,75.62365,2021,7.981212121212121,6.913636363636364,1.893939393939394,330.1821212121212,5.203939393939393,0.8757575757575757,410.1409090909091,80,Good
DEMOW RIVER DEMOW TOWN,"SIVSAGAR, Assam",27.130021,94.738353,2021,7.389285714285714,6.278571428571429,2.0949999999999998,175.92249999999999,8.22107142857143,0.9703571428571428,1017.9596428571429,85,Good
DENWA NEAR SARNI ROAD BRIDGE,"BETUL, Madhya Pradesh",22.124707,78.03034,2021,7.965333333333334,7.4270000000000005,1.6666666666666667,312.239,3.838,0.8753333333333333,28.976666666666667,95,Excellent
DEO RIVER AT KANCHANPUR,"NORTH TRIPURA, Tripura",24.045305,92.196865,2021,7.1485,5.585,2.056,182.512,11.865,0.7925,157.6295,80,Good
DEO RIVER AT PECHARTHAL D/S NORTH TRIPURA,"NORTH TRIPURA, Tripura",24.187018,92.100324,2021,6.991842105263157,5.863157894736842,2.1492105263157897,191.67710526315787,8.842105263157896,0.996578947368421,322.1692105263158,80,Good
DEVAK RIVER AT UTTERBEHNI,"JAMMU, Jammu & Kashmir",32.571694,75.111288,2021,8.197142857142858,7.185714285714285,1.9557142857142857,187.73714285714286,11.676428571428572,1.022857142857143,1107.8885714285714,85,Good
DEVAK RIVER UDHAMPUR(NEAR SHIV MANDIR D/S)L.H.S.,"UDHAMPUR, Jammu & Kashmir",32.920611,75.125547,2021,7.634230769230769,6.380769230769231,2.267692307692308,208.03692307692307,17.90153846153846,1.1426923076923077,1251.7234615384614,85,Good
DEVARABEESANAHALLI LAKE,"Bangalore Urban, Karnataka",12.923262,77.686892,2021,7.225909090909091,5.493181818181818,3.9527272727272726,392.0236363636364,21.30909090909091,1.8609090909090908,69751.23090909091,70,Good
DEVARAKERE TANK,"Bangalore Rural, Karnataka",13.114128,77.394002,2021,6.897708333333333,5.828125,3.528958333333333,260.61791666666664,24.32229166666667,1.9147916666666667,183380.229375,75,Good
DEVARAYASAMUDRA LAKE,"Kolar, Karnataka",13.139352,78.303863,2021,7.410000000000001,5.059714285714286,4.152571428571429,224.44714285714284,26.363714285714288,1.9848571428571429,260401.26028571426,75,Good
DEVI AT MACCHGAON,"JAGATSINGHAPUR, Odisha",20.064036,86.277083,2021,7.625,7.28125,1.9154166666666665,452.276875,8.624791666666667,0.8539583333333334,758.0014583333333,80,Good
DHADAR RIVER AT KOTHADA,"Rajkot, Gujarat",22.023279,70.368724,2021,7.602916666666666,4.320625000000001,3.8054166666666664,278.46583333333336,12.585625,1.3379166666666666,3019.82375,75,Good
DHALAI RIVER AT CHANDRAIPARA D/S OF AMBASSA TOWN DHALAI,"DHALAI, Tripura",24.092311,91.978603,2021,7.043589743589743,5.907692307692308,2.1435897435897435,191.8248717948718,8.385641025641027,1.0856410256410258,310.2979487179487,80,Good
DHALAI RIVER AT KAMALPUR D/S DHALAI,"NORTH TRIPURA, Tripura",24.193182,91.832502,2021,7.025897435897436,5.917948717948718,2.1392307692307693,192.84846153846155,8.263076923076923,1.0435897435897437,327.77641025641026,80,Good
DHALAI RIVER AT MANIK BHANDHER DHALAI,"NORTH TRIPURA, Tripura",24.159034,91.814928,2021,7.125128205128205,6.2846153846153845,2.0387179487179488,190.96051282051283,9.347948717948718,0.9866666666666666,365.24025641025645,85,Good
DHAMBUR LAKE DHALAI,"DHALAI, Tripura",23.433758,91.875589,2021,7.172682926829268,6.431707317073171,1.7429268292682925,131.2190243902439,9.351219512195122,0.8234146341463414,187.53658536585365,85,Good
DHANARI DAM NEAR SWAROOPGANJ SIROHI RAJASTHAN,"SIROHI, Rajasthan",24.692006,72.929236,2021,7.940645161290322,5.199999999999999,2.363225806451613,224.70193548387098,5.667096774193548,1.1687096774193548,153.41548387096773,80,Good
DHANAULA DRAIN FALLING INTO LASSARA DRAIN NEAR VILL. DHUNAS PUNJAB,"SANGRUR, Punjab",30.255835,75.627624,2021,7.529230769230769,3.2676923076923075,9.054615384615385,1178.9576923076922,185.54,4.519230769230769,344792.6323076923,40,Poor
DHANESON NALLAH (U/S SAINJ WATER SUPPLY SCHEME),"KULLU, Himachal Pradesh",31.772254,77.312634,2021,8.179375,7.891875,2.163125,1462.65875,5.370625,0.58625,373.395625,70,Good
DHANSIRI AT BOKAJAN,"GOLAGHAT, Assam",26.017997,93.791264,2021,7.2,5.95,2.2350000000000003,206.7975,7.55,1.0925,898.665,80,Good
DHANSIRI AT BRIDGE NEAR PURANA BAZAAR NAGALAND,"DIMAPUR, Nagaland",25.912708,93.743269,2021,7.520833333333333,5.879166666666666,2.3733333333333335,174.36375,17.489791666666665,1.085625,1339.63625,80,Good
DHANSIRI AT FULL NAGARJAN,"DIMAPUR, Nagaland",25.888505,93.733632,2021,7.670833333333333,5.935416666666666,2.3941666666666666,169.549375,33.6175,1.0820833333333333,1396.6431249999998,80,Good
DHANSIRI AT GANESH NAGAR,"KARBI ANGLONG, Assam",25.756631,93.579979,2021,7.3999999999999995,7.15,1.8325,199.6575,6.775,0.955,783.9725,85,Good
DHANSIRI AT GOLAGHAT ASSAM,"GOLAGHAT, Assam",26.503075,93.952372,2021,7.362790697674419,7.644186046511628,1.7909302325581395,163.20116279069768,7.226046511627907,0.9411627906976744,1442.276511627907,85,Good
DHANSIRI AT KHATKATI GATE,"DIMAPUR, Nagaland",25.927965,93.747245,2021,7.3,6.8,2.115,175.20749999999998,9.3275,1.115,2972.4775,85,Good
DHANSIRI AT NAGALAND-ASSAM BORDER DIMAPUR,"KARBI ANGLONG, Assam",25.801511,93.606777,2021,7.501666666666666,5.6125,2.4925,175.99791666666667,18.927291666666665,1.12625,1374.9033333333334,80,Good
DHANSIRI AT NAGARJAN BRIDGE,"DIMAPUR, Nagaland",25.886359,93.735543,2021,7.325,7.3,1.795,199.0525,6.692500000000001,0.9425,770.7574999999999,85,Good
DHANSIRI AT NEAR CHECK GATE (DIMAPUR KHUTKHUTI ROAD),"DIMAPUR, Nagaland",25.910359,93.743963,2021,7.510416666666667,5.7250000000000005,2.3937500000000003,174.49229166666666,18.468541666666667,1.0985416666666665,1334.974375,80,Good
